,VarName,Description,Root_DF,Start,End,DataFrame,recursion_flag
1946,O47A,Longest continous # wk/mth/year had OCD most days,ObsessiveCompulsive_Disorder,1946,1946,ncsr,0
1947,O47B,"Unit of time of longest continuous OCD most days, O47A",ObsessiveCompulsive_Disorder,1947,1947,ncsr,0
1948,O49A,Worst mth past yr-OCD behav interfere w/ home mgmt,ObsessiveCompulsive_Disorder,1948,1948,ncsr,0
1949,O49B,Worst mth past yr-OCD behav interfere w/ ability to work,ObsessiveCompulsive_Disorder,1949,1949,ncsr,0
1950,O49C,Worst mth past yr-OCD behav interf w/ form/maint relations,ObsessiveCompulsive_Disorder,1950,1950,ncsr,0
1951,O49D,Worst mth past yr-OCD behav interfere with social life,ObsessiveCompulsive_Disorder,1951,1951,ncsr,0
1952,O51,# days in past year unable to work/normal acts due to OCD,ObsessiveCompulsive_Disorder,1952,1952,ncsr,0
1953,O53A,Talked to professional about OCD behavior,ObsessiveCompulsive_Disorder,1953,1953,ncsr,0
1954,O54,Age 1st talked professional about OCD behavior,ObsessiveCompulsive_Disorder,1954,1954,ncsr,0
1955,O67,Received helpful/effective treatment for OCD behavior,ObsessiveCompulsive_Disorder,1955,1955,ncsr,0
1956,O67A,Age 1st received helpful/effective treatment for OCD behavior,ObsessiveCompulsive_Disorder,1956,1956,ncsr,0
1957,O67B,# prof talked to about OCD behavior incl helpful trmt doc,ObsessiveCompulsive_Disorder,1957,1957,ncsr,0
1958,O67C,# professionals ever talked to about OCD behavior,ObsessiveCompulsive_Disorder,1958,1958,ncsr,0
1959,O69,Received professional treatment for OCD behav in past yr,ObsessiveCompulsive_Disorder,1959,1959,ncsr,0
1960,O70,Hospitalized overnight for OCD behavior,ObsessiveCompulsive_Disorder,1960,1960,ncsr,0
1961,O70A,Age 1st hospitalized overnight for OCD behavior,ObsessiveCompulsive_Disorder,1961,1961,ncsr,0
1962,O70B,# of separate times hospitalized for OCD behavior,ObsessiveCompulsive_Disorder,1962,1962,ncsr,0
1963,PS1A,Ever see vision that others couldn't see,Psychosis,1963,1963,ncsr,0
1964,PS1A1,Ever see vision others didn't when not dream/asleep/subs use,Psychosis,1964,1964,ncsr,0
1965,PS2,INTERVIEWER CHECKPOINT,Psychosis,1965,1965,ncsr,0
1966,PS1A2,# times see vision when not dream/asleep/subs use,Psychosis,1966,1966,ncsr,0
1967,PS1B,Ever hear voices others couldn't hear,Psychosis,1967,1967,ncsr,0
1968,PS1B1,Ever hear voices when not dream/asleep/subs use,Psychosis,1968,1968,ncsr,0
1969,PS1B2,# times hear voices when not dream/asleep/subs use,Psychosis,1969,1969,ncsr,0
1970,PS1C,Ever have mind control experience,Psychosis,1970,1970,ncsr,0
1971,PS1C1,Ever mind controlled when not dream/asleep/subs use,Psychosis,1971,1971,ncsr,0
1972,PS1C2,# times mind controlled when not dream/asleep/subs use,Psychosis,1972,1972,ncsr,0
1973,PS1D,Ever feel mind taken over by strange forces,Psychosis,1973,1973,ncsr,0
1974,PS1D1,Ever feel mind taken over when not dream/asleep/subs use,Psychosis,1974,1974,ncsr,0
1975,PS1D2,# times felt your mind taken over-not dream/asleep/subs use,Psychosis,1975,1975,ncsr,0
1976,PS1E,Ever exp communication attempts from strange forces,Psychosis,1976,1976,ncsr,0
1977,PS1E1,Ever exp comm attempts when not dream/asleep/subs use,Psychosis,1977,1977,ncsr,0
1978,PS1E2,# times exp comm attempts when not dream/asleep/subs use,Psychosis,1978,1978,ncsr,0
1979,PS1F,Unjust plot to harm you/have people follow-nobody believe,Psychosis,1979,1979,ncsr,0
1980,PS1F1,Ever unjust plot to harm you when not dream/asleep/subs use,Psychosis,1980,1980,ncsr,0
1981,PS1F2,# of times believe plot to harm you,Psychosis,1981,1981,ncsr,0
1982,PS3,Age 1st psychotic experience,Psychosis,1982,1982,ncsr,0
1983,PS4,Had psychotic experience in past 12 months,Psychosis,1983,1983,ncsr,0
1984,PS5,# of days had pyschotic experience in past 12 months,Psychosis,1984,1984,ncsr,0
1985,PS6,# times ever had psychotic experiences,Psychosis,1985,1985,ncsr,0
1986,PS7,Talked to professional about dealing w/ psychotic experiences,Psychosis,1986,1986,ncsr,0
1987,PS81,Psychotic diagnosis-1st mention,Psychosis,1987,1987,ncsr,0
1988,PS82,Psychotic diagnosis-2nd mention,Psychosis,1988,1988,ncsr,0
1989,PS83,Psychotic diagnosis-3rd mention,Psychosis,1989,1989,ncsr,0
1990,PS84,Psychotic diagnosis-4th mention,Psychosis,1990,1990,ncsr,0
1991,PS10,Took listed medication(s) for psychosis,Psychosis,1991,1991,ncsr,0
1992,PS10A,Took listed medication(s) for psychosis in past year,Psychosis,1992,1992,ncsr,0
1993,GM1,# of times in life made bet of any kind,Gambling,1993,1993,ncsr,0
1994,GM1_1A,# times in life bet on sports w/ friends or office pool,Gambling,1994,1994,ncsr,0
1995,GM1_1B,# times in life bet on sports w/ bookie or parlay cards,Gambling,1995,1995,ncsr,0
1996,GM1_1C,# times in life played cards/dice/chess/mental skill for money,Gambling,1996,1996,ncsr,0
1997,GM1_1D,# times in life played games of physical skill for money,Gambling,1997,1997,ncsr,0
1998,GM1_1E,# times in life specul on high risk stocks/real estate/futures,Gambling,1998,1998,ncsr,0
1999,GM1_1F,# times in life playing #s/lotto/video lottery/inst lotto,Gambling,1999,1999,ncsr,0
2000,GM1_1G,# times in life gambling on internet,Gambling,2000,2000,ncsr,0
2001,GM1_1H,# times in life playing video poker/other gambling machines,Gambling,2001,2001,ncsr,0
2002,GM1_1I,# times in life playing slot machines/bingo/pull tabs,Gambling,2002,2002,ncsr,0
2003,GM1_1J,# times in life betting on horse/dog races or dog/cock fights,Gambling,2003,2003,ncsr,0
2004,GM1_1K,# times in life gambling at casino,Gambling,2004,2004,ncsr,0
2005,GM2,Age 1st placed bet or gambled with money,Gambling,2005,2005,ncsr,0
2006,GM4,Gambled at least weekly for 6 months or more in a row,Gambling,2006,2006,ncsr,0
2007,GM5,Age 1st started gambling weekly for 6 months in a row,Gambling,2007,2007,ncsr,0
2008,GM6,Largest amount of money lost in single year,Gambling,2008,2008,ncsr,0
2009,GM27,# of days made any sort of bet in past year,Gambling,2009,2009,ncsr,0
2010,GM29,Overall ahead or behind in all losses and wins over past year,Gambling,2010,2010,ncsr,0
2011,GM29A,How much ahead/behind over past year,Gambling,2011,2011,ncsr,0
2012,GM30,Year in life when gambled more frequently than in past year,Gambling,2012,2012,ncsr,0
2013,GM31,Prefer to gamble alone or with friends,Gambling,2013,2013,ncsr,0
2014,GM32,"If same payoff, would pick instant ticket or wait to hear ticket",Gambling,2014,2014,ncsr,0
2015,GM33,Age last bet or gambled,Gambling,2015,2015,ncsr,0
2016,GM34,In year gambled most-# days bet or gambled,Gambling,2016,2016,ncsr,0
2017,GM35,In year gambled most-prefer to gamble alone or w/ friends,Gambling,2017,2017,ncsr,0
2018,GM36,During gambl pick instant/wait to hear ticket for same payoff,Gambling,2018,2018,ncsr,0
2019,GM37A,Extent gambled for excitement,Gambling,2019,2019,ncsr,0
2020,GM37B,Extent gambled to relax/have fun,Gambling,2020,2020,ncsr,0
2021,GM37C,Extent gambled to win money,Gambling,2021,2021,ncsr,0
2022,GM37D,Extent gambled to be with/make new friends,Gambling,2022,2022,ncsr,0
2023,GM38A,Lost track of time when gambling,Gambling,2023,2023,ncsr,0
2024,GM38B,In trance-like state when gambling,Gambling,2024,2024,ncsr,0
2025,GM38C,Feel you are watching yourself gamble,Gambling,2025,2025,ncsr,0
2026,GM8A,Gambling interfered with work/school/home,Gambling,2026,2026,ncsr,0
2027,GM8B,Gambling caused argument/probs w/ family/friends/coworkers,Gambling,2027,2027,ncsr,0
2028,GM8C,Tried to keep family/friends from knowing how much gambled,Gambling,2028,2028,ncsr,0
2029,GM8D,Sometimes claimed to be winning when actually losing,Gambling,2029,2029,ncsr,0
2030,GM10A,Spend lots of time thinking about gambling when shouldn't,Gambling,2030,2030,ncsr,0
2031,GM10B,Lots of time planning bets or studying odds when shouldn't,Gambling,2031,2031,ncsr,0
2032,GM10C,Increased amt of bets over time to keep it exciting,Gambling,2032,2032,ncsr,0
2033,GM10D,Often used betting/gambling to improve mood,Gambling,2033,2033,ncsr,0
2034,GM10E,Gamble to escape or stop thinking about personal problems,Gambling,2034,2034,ncsr,0
2035,GM10F,After losing money would return soon to win back losses,Gambling,2035,2035,ncsr,0
2036,GM10G,Gambled more in hope of winning back big gambling debt,Gambling,2036,2036,ncsr,0
2037,GM10H,Try to raise gambling money by writing bad checks/steal/illegal,Gambling,2037,2037,ncsr,0
2038,GM10I,Repeatedly borrow from family/friends to support gambling,Gambling,2038,2038,ncsr,0
2039,GM10J,Strong irrestistable desire to bet/gamble,Gambling,2039,2039,ncsr,0
2040,GM10K,Gambled when promised self not to/bet more than intended,Gambling,2040,2040,ncsr,0
2041,GM10L,# of serious attempts to cut down/stop gambling,Gambling,2041,2041,ncsr,0
2042,GM13,Trying to cut down gambling make you feel restless/irritable,Gambling,2042,2042,ncsr,0
2043,GM14A,"Since 1st tried to stop, longest time not gambled",Gambling,2043,2043,ncsr,0
2044,GM14B,"Unit of time longest period of not gambling, GM14",Gambling,2044,2044,ncsr,0
2045,GM16,Remember exact age of very 1st gambling problem,Gambling,2045,2045,ncsr,0
2046,GM16A,Exact age of 1st problem because of gambling,Gambling,2046,2046,ncsr,0
2047,GM16B,Estimate age 1st problem because of gambling,Gambling,2047,2047,ncsr,0
2048,GM16A1,Age 1st problem because of gambling before teens,Gambling,2048,2048,ncsr,0
2049,GM16A2,Age 1st problem because of gambling before 20s,Gambling,2049,2049,ncsr,0
2050,GM17,Recent problem because of gambling in past months,Gambling,2050,2050,ncsr,0
2051,GM18,Age of last problem because of gambling,Gambling,2051,2051,ncsr,0
2052,GM19,# of diff years in life ever had problem because of gambling,Gambling,2052,2052,ncsr,0
2053,GM20,Remember exact age 1st gambling problem,Gambling,2053,2053,ncsr,0
2054,GM20A,Exact age 1st gambling problem,Gambling,2054,2054,ncsr,0
2055,GM20B,Estimate age 1st problems because of gambling,Gambling,2055,2055,ncsr,0
2056,GM20B1,Age 1st problems because of gambling before teens,Gambling,2056,2056,ncsr,0
2057,GM20B2,Age 1st problems because of gambling before 20s,Gambling,2057,2057,ncsr,0
2058,GM21,Recent problems because of gambling in past months,Gambling,2058,2058,ncsr,0
2059,GM22,Age last time any problems because of gambling,Gambling,2059,2059,ncsr,0
2060,GM22A1,Age last time problems because of gambling before teens,Gambling,2060,2060,ncsr,0
2061,GM22A2,Age last time problems because of gambling before 20s,Gambling,2061,2061,ncsr,0
2062,GM23,# of different years in life at least 1 gambling problem,Gambling,2062,2062,ncsr,0
2063,GM24,Had 5 or more gambling problems in same year,Gambling,2063,2063,ncsr,0
2064,GM25,Age 1st had 5 or more of gambling problems in same year,Gambling,2064,2064,ncsr,0
2065,GM25A1,Age 1st had 5 or more of gamb probs same year before teens,Gambling,2065,2065,ncsr,0
2066,GM25A2,Age 1st had 5 or more of gamb probs same year before 20s,Gambling,2066,2066,ncsr,0
2067,GM40,Talked to professional about problems with gambling,Gambling,2067,2067,ncsr,0
2068,GM40A,Age 1st talked toprofessional about gambling problems,Gambling,2068,2068,ncsr,0
2069,GM40B,# of visits to professional about gambling probs in past year,Gambling,2069,2069,ncsr,0
2070,GM41,Went to self-help group for people w/ gambling problems,Gambling,2070,2070,ncsr,0
2071,GM41A,Age 1st went to self-help group for gambling problems,Gambling,2071,2071,ncsr,0
2072,GM41B,# of self-help group phone calls/mtgs attended in past year,Gambling,2072,2072,ncsr,0
2073,GM43,Received helpful/effective trmt/cousel for gambling problem,Gambling,2073,2073,ncsr,0
2074,GM43A,Age 1st helpful treatment/counsel for gambling problem,Gambling,2074,2074,ncsr,0
2075,GM43B,# of different profs seen for gambling incl helpful trmt doc,Gambling,2075,2075,ncsr,0
2076,GM43C,# of different profs or self-help groups seen for gambling probs,Gambling,2076,2076,ncsr,0
2077,WU101,Things worry about most:1st mention,Worries_and_Unhappiness,2077,2077,ncsr,0
2078,WU102,Things worry about most:2nd mention,Worries_and_Unhappiness,2078,2078,ncsr,0
2079,WU103,Things worry about most:3rd mention,Worries_and_Unhappiness,2079,2079,ncsr,0
2080,WU104,Things worry about most:4th mention,Worries_and_Unhappiness,2080,2080,ncsr,0
2081,WU105,Things worry about most:5th mention,Worries_and_Unhappiness,2081,2081,ncsr,0
2082,WU106,Things worry about most:6th mention,Worries_and_Unhappiness,2082,2082,ncsr,0
2083,WU107,Things worry about most:7th mention,Worries_and_Unhappiness,2083,2083,ncsr,0
2084,WU108,Things worry about most:8th mention,Worries_and_Unhappiness,2084,2084,ncsr,0
2085,WU109,Things worry about most:9th mention,Worries_and_Unhappiness,2085,2085,ncsr,0
2086,WU110,Things worry about most:10th mention,Worries_and_Unhappiness,2086,2086,ncsr,0
2087,WU111,Things worry about most:11th mention,Worries_and_Unhappiness,2087,2087,ncsr,0
2088,WU2,Extent to which you worry about such things?,Worries_and_Unhappiness,2088,2088,ncsr,0
2089,WU301,Things not too happy about:1st mention,Worries_and_Unhappiness,2089,2089,ncsr,0
2090,WU302,Things not too happy about:2nd mention,Worries_and_Unhappiness,2090,2090,ncsr,0
2091,WU303,Things not too happy about:3rd mention,Worries_and_Unhappiness,2091,2091,ncsr,0
2092,WU304,Things not too happy about:4th mention,Worries_and_Unhappiness,2092,2092,ncsr,0
2093,WU305,Things not too happy about:5th mention,Worries_and_Unhappiness,2093,2093,ncsr,0
2094,WU306,Things not too happy about:6th mention,Worries_and_Unhappiness,2094,2094,ncsr,0
2095,WU307,Things not too happy about:7th mention,Worries_and_Unhappiness,2095,2095,ncsr,0
2096,WU308,Things not too happy about:8th mention,Worries_and_Unhappiness,2096,2096,ncsr,0
2097,WU309,Things not too happy about:9th mention,Worries_and_Unhappiness,2097,2097,ncsr,0
2098,WU310,Things not too happy about:10th mention,Worries_and_Unhappiness,2098,2098,ncsr,0
2099,WU4,"All together, extent of happiness these days",Worries_and_Unhappiness,2099,2099,ncsr,0
2100,WU5,"Compare with others, extent to which bad things happen",Worries_and_Unhappiness,2100,2100,ncsr,0
2101,WU6,Find it hard to handle when bad things happen,Worries_and_Unhappiness,2101,2101,ncsr,0
2102,WU6A,Extent to which hard to handle bad things,Worries_and_Unhappiness,2102,2102,ncsr,0
2103,WU6B,Last time that was hard to handle bad things,Worries_and_Unhappiness,2103,2103,ncsr,0
2104,WU6C,"Unit of time hard to handle bad things, WU6B",Worries_and_Unhappiness,2104,2104,ncsr,0
2105,EM15,Kind of work you normally do: Recoded,Employment,2105,2105,ncsr,0
2106,EM19,Kind of work you did at last job: Recoded,Employment,2106,2106,ncsr,0
2107,EM1,Age 1st yr worked 6 mths + at paid job,Employment,2107,2107,ncsr,0
2108,EM2,# years employed at least 6 mths/year part/full time,Employment,2108,2108,ncsr,0
2109,EM3,# years employed 35+ hrs/wk for 6+ months,Employment,2109,2109,ncsr,0
2110,EM4A,Longest time not working for pay excl student/retirement,Employment,2110,2110,ncsr,0
2111,EM4B,"Unit of time not working for pay, EM4",Employment,2111,2111,ncsr,0
2112,EM601,Reason not work for longest time:1st mention,Employment,2112,2112,ncsr,0
2113,EM602,Reason not work for longest time:2nd mention,Employment,2113,2113,ncsr,0
2114,EM603,Reason not work for longest time:3rd mention,Employment,2114,2114,ncsr,0
2115,EM604,Reason not work for longest time:4th mention,Employment,2115,2115,ncsr,0
2116,EM605,Reason not work for longest time:5th mention,Employment,2116,2116,ncsr,0
2117,EM7A,# weeks worked for pay or profit in past 12 mths,Employment,2117,2117,ncsr,0
2118,EM7B,# weeks not working due to unpaid leave in past 12 mths,Employment,2118,2118,ncsr,0
2119,EM7C,# weeks unemployed and looking for job in past 12 mths,Employment,2119,2119,ncsr,0
2120,EM7D,# weeks not working or looking for paid job in past 12 mths,Employment,2120,2120,ncsr,0
2121,EM7E,Worked for pay or profit last week,Employment,2121,2121,ncsr,0
2122,EM7F,Disability prevents accepting any kind of work for next 6 mths,Employment,2122,2122,ncsr,0
2123,EM7H,Employed for pay/profit full/part time last week,Employment,2123,2123,ncsr,0
2124,EM7I,Disability prevents accepting any kind of work for next 6 mths,Employment,2124,2124,ncsr,0
2125,EM7J,Disability prevents accepting any kind of work for next 6 mths,Employment,2125,2125,ncsr,0
2126,EM7K,Reason absent from work last week,Employment,2126,2126,ncsr,0
2127,EM10,Disability due to physical/emotional disorder or combination,Employment,2127,2127,ncsr,0
2128,EM10_1A,Length of time expect ill/disability to prevent you from working,Employment,2128,2128,ncsr,0
2129,EM10_1B,"Unit of time ill/disability prevent from working, EM10_1A",Employment,2129,2129,ncsr,0
2130,EM11,Working for pay at present time,Employment,2130,2130,ncsr,0
2131,EM12A,Length of time since last worked,Employment,2131,2131,ncsr,0
2132,EM12B,"Unit of time since last worked, EM12A",Employment,2132,2132,ncsr,0
2133,EM141,Reason left last job:1st mention,Employment,2133,2133,ncsr,0
2134,EM142,Reason left last job:2nd mention,Employment,2134,2134,ncsr,0
2135,EM17,# hours work for pay/profit in average week,Employment,2135,2135,ncsr,0
2136,EM18,Last job-had employer or self -employed,Employment,2136,2136,ncsr,0
2137,EM22,Physical/emotional prob prevents you from working for pay,Employment,2137,2137,ncsr,0
2138,EM22A,Physical health/emotional problem or combination,Employment,2138,2138,ncsr,0
2139,EM23,Limited in kind/amount work due to physical /emot health,Employment,2139,2139,ncsr,0
2140,EM23A,Physical health/emotional problem or combination,Employment,2140,2140,ncsr,0
2141,EM24,# full days of work missed in last 30 days,Employment,2141,2141,ncsr,0
2142,EM251,Reason missed 1 day of work:1st mention,Employment,2142,2142,ncsr,0
2143,EM252,Reason missed 1 day of work:2nd mention,Employment,2143,2143,ncsr,0
2144,EM26,# days missed because of own health problem,Employment,2144,2144,ncsr,0
2145,EM27,# days came in late/went home early in past 30 days,Employment,2145,2145,ncsr,0
2146,EM28,# hours work missed on that day,Employment,2146,2146,ncsr,0
2147,EM291,Reason missed time:1st mention,Employment,2147,2147,ncsr,0
2148,EM292,Reason missed time:2nd mention,Employment,2148,2148,ncsr,0
2149,EM30,Average # hours of work missed each day,Employment,2149,2149,ncsr,0
2150,EM31,# days reduced time at work due to own health,Employment,2150,2150,ncsr,0
2151,EM32,# days came early/work late to catch up work in past 30 days,Employment,2151,2151,ncsr,0
2152,EM34,# of extra hours of work in that day,Employment,2152,2152,ncsr,0
2153,EM35,Total # of extra hours of work on those days,Employment,2153,2153,ncsr,0
2154,EM36A,Past month-speed/productivity higher than expected,Employment,2154,2154,ncsr,0
2155,EM36B,Past month-speed/productivity lower than expected,Employment,2155,2155,ncsr,0
2156,EM36C,Past month-didn't work at time supposed to work,Employment,2156,2156,ncsr,0
2157,EM36D,Past month-find yourself not working as carefully as should,Employment,2157,2157,ncsr,0
2158,EM36E,Past month-quality of work lower than expected,Employment,2158,2158,ncsr,0
2159,EM36F,Past month-find yourself daydreaming/ not concentrating,Employment,2159,2159,ncsr,0
2160,EM36G,Past month-freq of trouble getting along with others at work,Employment,2160,2160,ncsr,0
2161,EM36H,Past month-difficulty controlling emotions around co-workers,Employment,2161,2161,ncsr,0
2162,EM36I,Past month-avoided interactactions w/ others,Employment,2162,2162,ncsr,0
2163,EM36J,Past month-health problems limited you in kind/amt of work,Employment,2163,2163,ncsr,0
2164,EM39,Usual peformance of most workers on your job,Employment,2164,2164,ncsr,0
2165,EM40,Achieved special success/achieve in past 30 days,Employment,2165,2165,ncsr,0
2166,EM41,Work failure any time in past 30 days,Employment,2166,2166,ncsr,0
2167,EM42,Caused accident or created saftey risk for others in past mth,Employment,2167,2167,ncsr,0
2168,EM43,Directly supervise others,Employment,2168,2168,ncsr,0
2169,EM43A,# people directly supervise,Employment,2169,2169,ncsr,0
2170,EM44A,Quantity of money give to worker w/ score 0,Employment,2170,2170,ncsr,0
2171,EM44B,Quantity of money give to worker w/ score 2,Employment,2171,2171,ncsr,0
2172,EM44C,Quantity of money give to worker w/ score 4,Employment,2172,2172,ncsr,0
2173,EM44D,Quantity of money give to worker w/ score 6,Employment,2173,2173,ncsr,0
2174,EM44E,Quantity of money give to worker w/ score 8,Employment,2174,2174,ncsr,0
2175,EM44F,Quantity of money give to worker w/ score 10,Employment,2175,2175,ncsr,0
2176,EM23B,Amt of $ could earn w/ your health/ed/training if employed,Employment,2176,2176,ncsr,0
2177,EM37,Overall performance on days worked in past 30 days,Employment,2177,2177,ncsr,0
2178,EM38,Usual job performance in past year or 2,Employment,2178,2178,ncsr,0
2179,EM7_101,Current employ situation:1st mention: Recoded,Employment,2179,2179,ncsr,0
2180,EM7_102,Current employ situation:2nd mention: Recoded,Employment,2180,2180,ncsr,0
2181,EM7_103,Current employ situation:3rd mention: Recoded,Employment,2181,2181,ncsr,0
2182,EM7_104,Current employ situation:4th mention: Recoded,Employment,2182,2182,ncsr,0
2183,EM16,"Kind of place you work for, they make/do: Recode",Employment,2183,2183,ncsr,0
2184,EM20,Kind of place you worked for at last job: Recode,Employment,2184,2184,ncsr,0
2185,SE2,# years school spouse/partner completed: Top/Bot Code,Employment,2185,2185,ncsr,0
2186,SE5,Spouse/partner working for pay at present time,Employment,2186,2186,ncsr,0
2187,SE6A,Length of time since spouse/partner worked,Employment,2187,2187,ncsr,0
2188,SE6B,"Unit of time since spouse/partner worked, SE6",Employment,2188,2188,ncsr,0
2189,SE11,# hours spouse/partner works for pay in average week,Employment,2189,2189,ncsr,0
2190,SE9,Kind work spouse/partner does: Recoded,Employment,2190,2190,ncsr,0
2191,SE7,Kind work spouse/partner did last job: Recoded,Employment,2191,2191,ncsr,0
2192,SE401,Spouse/partner current employ status:1st mention: Recoded,Employment,2192,2192,ncsr,0
2193,SE402,Spouse/partner current employ status:2nd mention: Recoded,Employment,2193,2193,ncsr,0
2194,SE403,Spouse/partner current employ status:3rd mention: Recoded,Employment,2194,2194,ncsr,0
2195,SE10,Kind of place your spouse/partner work: Recode,Employment,2195,2195,ncsr,0
2196,SE8,Kind of place your spouse/partner worked:Rcde,Employment,2196,2196,ncsr,0
2197,FN12,Would have any money left over after paying debt,Finances,2197,2197,ncsr,0
2198,FN14,You have more/just enough/not enough money to meet needs,Finances,2198,2198,ncsr,0
2199,FN14A,Amt of difficulty paying monthly bills,Finances,2199,2199,ncsr,0
2200,FN15,"In past yr-hungry, but didn't eat because couldn't afford food",Finances,2200,2200,ncsr,0
2201,FN16,In past yr-ate less due to lack of money for food,Finances,2201,2201,ncsr,0
2202,FN18,In past yr-how often not enough money to buy food,Finances,2202,2202,ncsr,0
2203,FN19,In past yr-couldn't afford to eat balanced meals,Finances,2203,2203,ncsr,0
2204,FN20,In past yr-cut/skip meal cause not enough money to buy food,Finances,2204,2204,ncsr,0
2205,MR1_2,Age at first date,Marriage,2205,2205,ncsr,0
2206,MR1B,First date before 21,Marriage,2206,2206,ncsr,0
2207,MR3,# different people dated before age 21,Marriage,2207,2207,ncsr,0
2208,MR4_5,# of your dates at least 2 years older,Marriage,2208,2208,ncsr,0
2209,MR5,# relationships you did list things on list A to your date,Marriage,2209,2209,ncsr,0
2210,MR6,# relationships your date did things on list A to you,Marriage,2210,2210,ncsr,0
2211,MR7,# relationships you did things on list B to your date,Marriage,2211,2211,ncsr,0
2212,MR8,# relationships your date did things on list B to you,Marriage,2212,2212,ncsr,0
2213,MR10_0,Person older/younger/same age as you,Marriage,2213,2213,ncsr,0
2214,MR10_1,# years older/younger,Marriage,2214,2214,ncsr,0
2215,MR10_2,Ever did anything on list A to this person,Marriage,2215,2215,ncsr,0
2216,MR11,Person did anything on list A to you,Marriage,2216,2216,ncsr,0
2217,MR12,Ever did anything on list B to this person,Marriage,2217,2217,ncsr,0
2218,MR13,Person did anything on list B to you,Marriage,2218,2218,ncsr,0
2219,MR15,Who started physical arguments,Marriage,2219,2219,ncsr,0
2220,MR20,Length dated 1st spouse before marriage,Marriage,2220,2220,ncsr,0
2221,MR20A,"Unit of time dated 1st spouse before married, MR20",Marriage,2221,2221,ncsr,0
2222,MR23,First marriage ended in divorce or widowed,Marriage,2222,2222,ncsr,0
2223,MR24,Age separated 1st spouse for last time,Marriage,2223,2223,ncsr,0
2224,MR25_4A,Length time separate/divorce/widow from most recent spouse,Marriage,2224,2224,ncsr,0
2225,MR25_4B,"Unit of time separate/divorce/widow from spouse, MR25_4A",Marriage,2225,2225,ncsr,0
2226,MR35,Length of time living together,Marriage,2226,2226,ncsr,0
2227,MR35A,"Unit of time living together, MR35",Marriage,2227,2227,ncsr,0
2228,MR36,Length of time married to current spouse,Marriage,2228,2228,ncsr,0
2229,MR36A,"Unit of time married to current spouse, MR36",Marriage,2229,2229,ncsr,0
2230,MR37,Rate current marriage/relationship,Marriage,2230,2230,ncsr,0
2231,MR40A,Freq you and spouse disagree on handling family finances,Marriage,2231,2231,ncsr,0
2232,MR40B,Freq you and spouse disagree on matters of recreation,Marriage,2232,2232,ncsr,0
2233,MR40C,Freq you and spouse disagree on friends,Marriage,2233,2233,ncsr,0
2234,MR40D,Freq you and spouse disagree on philosophy of life,Marriage,2234,2234,ncsr,0
2235,MR40E,Freq you and spouse disagree on making major decisions,Marriage,2235,2235,ncsr,0
2236,MR40F,Freq you think things between you and partner are going well,Marriage,2236,2236,ncsr,0
2237,MR40G,Freq you and your spouse quarrel,Marriage,2237,2237,ncsr,0
2238,MR40H,Freq regret ever marry/live together,Marriage,2238,2238,ncsr,0
2239,MR40I,Freq think about divorce/ending relationship,Marriage,2239,2239,ncsr,0
2240,MR41,Who has final say in major decisions,Marriage,2240,2240,ncsr,0
2241,MR41A,Lot more/somewhat/only a little more to say than spouse/part,Marriage,2241,2241,ncsr,0
2242,MR41B,Spouse/part has lot more/somewhat/only a little more to say,Marriage,2242,2242,ncsr,0
2243,MR41_1A,Spouse/partner really cares about you,Marriage,2243,2243,ncsr,0
2244,MR41_1B,Spouse/partner understands the way you feel,Marriage,2244,2244,ncsr,0
2245,MR41_1C,Can rely on spouse/partner to help with serious problems,Marriage,2245,2245,ncsr,0
2246,MR41_1D,Can open up and discuss worries with spouse/partner,Marriage,2246,2246,ncsr,0
2247,MR41_2A,Spouse/partner makes too many demands on you,Marriage,2247,2247,ncsr,0
2248,MR41_2B,Spouse/partner criticizes you,Marriage,2248,2248,ncsr,0
2249,MR41_2C,Spouse/partner lets you down when counting on them,Marriage,2249,2249,ncsr,0
2250,MR41_2D,Spouse/partner gets on nerves,Marriage,2250,2250,ncsr,0
2251,MR42,Freq do things on list A to current spouse/partner,Marriage,2251,2251,ncsr,0
2252,MR42A,# days did things on list A to current spouse in past year,Marriage,2252,2252,ncsr,0
2253,MR43,Freq spouse/partner do things on list A to you,Marriage,2253,2253,ncsr,0
2254,MR43A,# days spouse/partner did things on list A to you in past year,Marriage,2254,2254,ncsr,0
2255,MR44,Freq do things on list B to spouse/partner,Marriage,2255,2255,ncsr,0
2256,MR44A,# days did things on list B to spouse/partner in past year,Marriage,2256,2256,ncsr,0
2257,MR45,Freq spouse/partner do things on list B to you,Marriage,2257,2257,ncsr,0
2258,MR45A,# days spouse/partner did things on list B to you in past year,Marriage,2258,2258,ncsr,0
2259,MR47,Who starts physicial arguments,Marriage,2259,2259,ncsr,0
2260,MR49A,How often spouse/partner drinks/use drugs too much,Marriage,2260,2260,ncsr,0
2261,MR49B,How often spouse/part wastes money needed for other things,Marriage,2261,2261,ncsr,0
2262,MR49C,How often spouse/partner has extramarital affair,Marriage,2262,2262,ncsr,0
2263,MR49D,How often spouse/part so depressed interfere w/ normal acts,Marriage,2263,2263,ncsr,0
2264,MR49E,How often spouse/partner very disagreeable,Marriage,2264,2264,ncsr,0
2265,MR49F,How often spouse/partner threaten to end relationship,Marriage,2265,2265,ncsr,0
2266,MR49G,How often spouse/partner has temper tantrums,Marriage,2266,2266,ncsr,0
